Date,DayOfWeek,School,Enrollment,Attendance,Hamburger,Pizza,HotDog,Skipped
2015-12-07,01-Mon,South Truman H.S.,319,304,158,98,33,15
2015-12-07,01-Mon,East Washington H.S.,212,188,90,17,33,48
2015-12-07,01-Mon,East York High,126,115,29,55,4,27
2015-12-07,01-Mon,South Washington High,332,251,74,58,13,106
2015-12-08,02-Tue,North Roosevelt M.S.,485,453,125,84,97,147
2015-12-08,02-Tue,West Lincoln High,213,206,23,95,75,13
2015-12-08,02-Tue,Outer Jefferson H.S.,482,477,36,126,171,144
2015-12-08,02-Tue,Central Washington H.S.,238,207,52,68,72,15
2015-12-08,02-Tue,West Truman H.S.,299,246,97,120,14,15
2015-12-08,02-Tue,Central Jefferson M.S.,413,386,4,131,165,86
2015-12-08,02-Tue,Central Roosevelt M.S.,332,312,158,48,91,15
2015-12-08,02-Tue,West Washington M.S.,148,141,17,68,19,37
2015-12-08,02-Tue,North King High,367,320,185,41,67,27
2015-12-08,02-Tue,South Jefferson H.S.,385,296,125,64,32,75
2015-12-08,02-Tue,North York H.S.,280,265,57,39,58,111
2015-12-08,02-Tue,East Roosevelt H.S.,195,177,17,30,6,124
2015-12-08,02-Tue,South Arthur High,414,372,183,151,36,2
2015-12-08,02-Tue,South Truman H.S.,319,289,101,66,79,43
2015-12-08,02-Tue,East Washington H.S.,212,183,2,26,147,8
2015-12-08,02-Tue,East York High,126,110,55,51,0,4
2015-12-08,02-Tue,South Washington High,332,296,125,128,5,38
2015-12-09,03-Wed,North Roosevelt M.S.,485,481,211,96,110,64
2015-12-09,03-Wed,West Lincoln High,213,203,115,61,0,27
2015-12-09,03-Wed,Outer Jefferson H.S.,482,457,261,115,45,36
2015-12-09,03-Wed,Central Washington H.S.,238,188,109,47,27,5
2015-12-09,03-Wed,West Truman H.S.,299,240,0,78,7,155
2015-12-09,03-Wed,Central Jefferson M.S.,413,398,42,60,193,103
2015-12-09,03-Wed,Central Roosevelt M.S.,332,296,117,63,37,79
2015-12-09,03-Wed,West Washington M.S.,148,132,54,64,11,3
2015-12-09,03-Wed,North King High,367,321,107,153,27,34
2015-12-09,03-Wed,South Jefferson H.S.,385,362,74,142,107,39
2015-12-09,03-Wed,North York H.S.,280,270,71,127,66,6
2015-12-09,03-Wed,East Roosevelt H.S.,195,192,37,23,36,96
2015-12-09,03-Wed,South Arthur High,414,404,153,186,47,18
2015-12-09,03-Wed,South Truman H.S.,319,292,3,33,113,143
2015-12-09,03-Wed,East Washington H.S.,212,196,31,89,1,75
2015-12-09,03-Wed,East York High,126,106,28,37,31,10
2015-12-09,03-Wed,South Washington High,332,256,68,48,98,42
2015-12-10,04-Thu,North Roosevelt M.S.,485,452,144,42,246,20
2015-12-10,04-Thu,West Lincoln High,213,204,0,166,41,-3
2015-12-10,04-Thu,Outer Jefferson H.S.,482,454,216,69,111,58
2015-12-10,04-Thu,Central Washington H.S.,238,228,101,1,10,116
2015-12-10,04-Thu,West Truman H.S.,299,279,112,122,13,32
2015-12-10,04-Thu,Central Jefferson M.S.,413,371,196,5,113,57
2015-12-10,04-Thu,Central Roosevelt M.S.,332,282,140,46,59,37
2015-12-10,04-Thu,West Washington M.S.,148,145,72,4,23,46
2015-12-10,04-Thu,North King High,367,354,85,1,223,45
2015-12-10,04-Thu,South Jefferson H.S.,385,358,164,12,8,174
2015-12-10,04-Thu,North York H.S.,280,277,165,85,14,13
2015-12-10,04-Thu,East Roosevelt H.S.,195,173,1,83,71,18
2015-12-10,04-Thu,South Arthur High,414,373,34,76,173,90
2015-12-10,04-Thu,South Truman H.S.,319,318,126,153,35,4
2015-12-10,04-Thu,East Washington H.S.,212,187,6,38,101,42
2015-12-10,04-Thu,East York High,126,123,25,29,31,38
2015-12-10,04-Thu,South Washington High,332,303,84,140,33,46
2015-12-11,05-Fri,North Roosevelt M.S.,485,402,222,121,31,28
2015-12-11,05-Fri,West Lincoln High,213,210,26,22,14,148
2015-12-11,05-Fri,Outer Jefferson H.S.,482,472,45,229,55,143
2015-12-11,05-Fri,Central Washington H.S.,238,209,84,84,33,8
2015-12-11,05-Fri,West Truman H.S.,299,277,37,55,153,32
2015-12-11,05-Fri,Central Jefferson M.S.,413,357,1,116,218,22
2015-12-11,05-Fri,Central Roosevelt M.S.,332,322,103,83,53,83
2015-12-11,05-Fri,West Washington M.S.,148,115,23,32,37,23
2015-12-11,05-Fri,North King High,367,326,155,55,56,60
2015-12-11,05-Fri,South Jefferson H.S.,385,368,202,30,20,116
2015-12-11,05-Fri,North York H.S.,280,270,76,39,134,21
2015-12-11,05-Fri,East Roosevelt H.S.,195,189,32,36,67,54
2015-12-11,05-Fri,South Arthur High,414,329,73,37,17,202
2015-12-11,05-Fri,South Truman H.S.,319,318,72,65,165,16
2015-12-11,05-Fri,East Washington H.S.,212,186,20,30,127,9
2015-12-11,05-Fri,East York High,126,111,39,46,1,25
2015-12-11,05-Fri,South Washington High,332,327,38,142,18,129
2015-12-14,01-Mon,North Roosevelt M.S.,485,448,0,15,41,392
2015-12-14,01-Mon,West Lincoln High,213,206,95,93,3,15
2015-12-14,01-Mon,Outer Jefferson H.S.,482,463,270,128,55,10
2015-12-14,01-Mon,Central Washington H.S.,238,199,12,35,51,101
2015-12-14,01-Mon,West Truman H.S.,299,267,129,127,8,3
2015-12-14,01-Mon,Central Jefferson M.S.,413,352,95,79,11,167
2015-12-14,01-Mon,Central Roosevelt M.S.,332,307,64,12,122,109
2015-12-14,01-Mon,West Washington M.S.,148,121,10,21,61,29
2015-12-14,01-Mon,North King High,367,318,86,155,12,65
2015-12-14,01-Mon,South Jefferson H.S.,385,305,57,4,32,212
2015-12-14,01-Mon,North York H.S.,280,266,93,52,0,121
2015-12-14,01-Mon,East Roosevelt H.S.,195,187,33,42,75,37
2015-12-14,01-Mon,South Arthur High,414,374,72,125,114,63
2015-12-14,01-Mon,South Truman H.S.,319,287,24,140,104,19
2015-12-14,01-Mon,East Washington H.S.,212,183,37,88,34,24
2015-12-14,01-Mon,East York High,126,114,13,55,18,28
2015-12-14,01-Mon,South Washington High,332,302,180,52,60,10
2015-12-15,02-Tue,North Roosevelt M.S.,485,450,71,156,148,75
2015-12-15,02-Tue,West Lincoln High,213,203,10,24,81,88
2015-12-15,02-Tue,Outer Jefferson H.S.,482,445,31,67,123,224
2015-12-15,02-Tue,Central Washington H.S.,238,224,93,108,3,20
2015-12-15,02-Tue,West Truman H.S.,299,269,58,103,52,56
2015-12-15,02-Tue,Central Jefferson M.S.,413,337,129,81,80,47
2015-12-15,02-Tue,Central Roosevelt M.S.,332,321,168,115,18,20
2015-12-15,02-Tue,West Washington M.S.,148,137,3,9,1,124
2015-12-15,02-Tue,North King High,367,347,152,58,55,82
2015-12-15,02-Tue,South Jefferson H.S.,385,379,129,168,48,34
2015-12-15,02-Tue,North York H.S.,280,276,71,136,9,60
2015-12-15,02-Tue,East Roosevelt H.S.,195,171,3,63,99,6
2015-12-15,02-Tue,South Arthur High,414,344,117,165,36,26
2015-12-15,02-Tue,South Truman H.S.,319,295,168,25,61,41
2015-12-15,02-Tue,East Washington H.S.,212,188,0,79,78,31
2015-12-15,02-Tue,East York High,126,117,51,42,9,15
2015-12-15,02-Tue,South Washington High,332,262,70,92,46,54
2015-12-16,03-Wed,North Roosevelt M.S.,485,448,170,81,3,194
2015-12-16,03-Wed,West Lincoln High,213,207,83,98,11,15
2015-12-16,03-Wed,Outer Jefferson H.S.,482,463,102,183,152,26
2015-12-16,03-Wed,Central Washington H.S.,238,218,52,53,10,103
2015-12-16,03-Wed,West Truman H.S.,299,271,87,10,30,144
2015-12-16,03-Wed,Central Jefferson M.S.,413,329,152,159,10,8
2015-12-16,03-Wed,Central Roosevelt M.S.,332,304,180,110,5,9
2015-12-16,03-Wed,West Washington M.S.,148,117,60,17,10,30
2015-12-16,03-Wed,North King High,367,346,134,34,57,121
2015-12-16,03-Wed,South Jefferson H.S.,385,311,131,152,7,21
2015-12-16,03-Wed,North York H.S.,280,259,140,83,9,27
2015-12-16,03-Wed,East Roosevelt H.S.,195,177,29,23,37,88
2015-12-16,03-Wed,South Arthur High,414,326,44,95,13,174
2015-12-16,03-Wed,South Truman H.S.,319,305,161,94,45,5
2015-12-16,03-Wed,East Washington H.S.,212,198,93,26,64,15
2015-12-16,03-Wed,East York High,126,114,40,14,19,41
2015-12-16,03-Wed,South Washington High,332,293,53,28,103,109
2015-12-17,04-Thu,North Roosevelt M.S.,485,456,160,84,195,17
2015-12-17,04-Thu,West Lincoln High,213,209,11,131,32,35
2015-12-17,04-Thu,Outer Jefferson H.S.,482,445,62,116,82,185
2015-12-17,04-Thu,Central Washington H.S.,238,192,106,40,14,32
2015-12-17,04-Thu,West Truman H.S.,299,256,115,125,0,16
2015-12-17,04-Thu,Central Jefferson M.S.,413,354,116,55,92,91
2015-12-17,04-Thu,Central Roosevelt M.S.,332,283,66,65,133,19
2015-12-17,04-Thu,West Washington M.S.,148,121,67,0,38,16
2015-12-17,04-Thu,North King High,367,344,26,147,145,26
2015-12-17,04-Thu,South Jefferson H.S.,385,371,30,85,219,37
2015-12-17,04-Thu,North York H.S.,280,259,31,53,58,117
2015-12-17,04-Thu,East Roosevelt H.S.,195,185,7,12,135,31
2015-12-17,04-Thu,South Arthur High,414,353,147,69,98,39
2015-12-17,04-Thu,South Truman H.S.,319,310,40,51,76,143
2015-12-17,04-Thu,East Washington H.S.,212,203,30,95,72,6
2015-12-17,04-Thu,East York High,126,112,51,50,1,10
2015-12-17,04-Thu,South Washington High,332,304,80,69,54,101
2015-12-18,05-Fri,North Roosevelt M.S.,485,409,57,200,108,44
2015-12-18,05-Fri,West Lincoln High,213,211,97,56,17,41
2015-12-18,05-Fri,Outer Jefferson H.S.,482,454,101,213,12,128
2015-12-18,05-Fri,Central Washington H.S.,238,228,54,9,54,111
2015-12-18,05-Fri,West Truman H.S.,299,284,108,13,124,39
2015-12-18,05-Fri,Central Jefferson M.S.,413,343,56,131,49,107
2015-12-18,05-Fri,Central Roosevelt M.S.,332,304,105,122,72,5
2015-12-18,05-Fri,West Washington M.S.,148,124,41,55,2,26
2015-12-18,05-Fri,North King High,367,316,51,157,104,4
2015-12-18,05-Fri,South Jefferson H.S.,385,344,167,86,37,54
2015-12-18,05-Fri,North York H.S.,280,272,159,86,8,19
2015-12-18,05-Fri,East Roosevelt H.S.,195,177,101,30,40,6
2015-12-18,05-Fri,South Arthur High,414,381,193,100,58,30
2015-12-18,05-Fri,South Truman H.S.,319,298,144,71,15,68
2015-12-18,05-Fri,East Washington H.S.,212,202,11,23,27,141
2015-12-18,05-Fri,East York High,126,125,8,4,62,51
2015-12-18,05-Fri,South Washington High,332,271,34,29,171,37
2015-12-21,01-Mon,North Roosevelt M.S.,485,437,113,99,47,178
2015-12-21,01-Mon,West Lincoln High,213,201,96,84,9,12
2015-12-21,01-Mon,Outer Jefferson H.S.,482,475,165,122,89,99
2015-12-21,01-Mon,Central Washington H.S.,238,203,47,1,56,99
2015-12-21,01-Mon,West Truman H.S.,299,295,130,142,12,11
2015-12-21,01-Mon,Central Jefferson M.S.,413,346,62,1,173,110
2015-12-21,01-Mon,Central Roosevelt M.S.,332,303,148,51,13,91
2015-12-21,01-Mon,West Washington M.S.,148,131,67,28,30,6
2015-12-21,01-Mon,North King High,367,329,152,7,144,26
2015-12-21,01-Mon,South Jefferson H.S.,385,348,86,157,82,23
2015-12-21,01-Mon,North York H.S.,280,275,92,53,46,84
2015-12-21,01-Mon,East Roosevelt H.S.,195,187,74,53,42,18
2015-12-21,01-Mon,South Arthur High,414,362,200,127,26,9
2015-12-21,01-Mon,South Truman H.S.,319,286,101,129,16,40
2015-12-21,01-Mon,East Washington H.S.,212,178,3,72,62,41
2015-12-21,01-Mon,East York High,126,121,62,11,42,6
2015-12-21,01-Mon,South Washington High,332,308,151,149,0,8
2015-12-22,02-Tue,North Roosevelt M.S.,485,402,189,81,88,44
2015-12-22,02-Tue,West Lincoln High,213,209,83,35,12,79
2015-12-22,02-Tue,Outer Jefferson H.S.,482,443,147,21,99,176
2015-12-22,02-Tue,Central Washington H.S.,238,214,65,101,26,22
2015-12-22,02-Tue,West Truman H.S.,299,242,50,25,60,107
2015-12-22,02-Tue,Central Jefferson M.S.,413,411,146,193,24,48
2015-12-22,02-Tue,Central Roosevelt M.S.,332,320,6,149,103,62
2015-12-22,02-Tue,West Washington M.S.,148,132,38,49,41,4
2015-12-22,02-Tue,North King High,367,364,132,9,96,127
2015-12-22,02-Tue,South Jefferson H.S.,385,295,151,82,18,44
2015-12-22,02-Tue,North York H.S.,280,271,132,94,7,38
2015-12-22,02-Tue,East Roosevelt H.S.,195,172,77,15,76,4
2015-12-22,02-Tue,South Arthur High,414,413,49,11,332,21
2015-12-22,02-Tue,South Truman H.S.,319,309,33,89,62,125
2015-12-22,02-Tue,East Washington H.S.,212,198,74,89,8,27
2015-12-22,02-Tue,East York High,126,111,13,20,61,17
2015-12-22,02-Tue,South Washington High,332,264,127,118,12,7
2015-12-23,03-Wed,North Roosevelt M.S.,485,429,58,24,96,251
2015-12-23,03-Wed,West Lincoln High,213,206,108,83,9,6
2015-12-23,03-Wed,Outer Jefferson H.S.,482,441,127,146,1,167
2015-12-23,03-Wed,Central Washington H.S.,238,196,64,30,28,74
2015-12-23,03-Wed,West Truman H.S.,299,244,126,66,43,9
2015-12-23,03-Wed,Central Jefferson M.S.,413,409,237,92,61,19
2015-12-23,03-Wed,Central Roosevelt M.S.,332,286,88,134,24,40
2015-12-23,03-Wed,West Washington M.S.,148,143,13,70,56,4
2015-12-23,03-Wed,North King High,367,363,181,82,39,61
2015-12-23,03-Wed,South Jefferson H.S.,385,292,147,49,0,96
2015-12-23,03-Wed,North York H.S.,280,256,108,65,37,46
2015-12-23,03-Wed,East Roosevelt H.S.,195,190,8,40,80,62
2015-12-23,03-Wed,South Arthur High,414,396,203,152,9,32
2015-12-23,03-Wed,South Truman H.S.,319,310,86,130,19,75
2015-12-23,03-Wed,East Washington H.S.,212,196,116,1,60,19
2015-12-23,03-Wed,East York High,126,119,24,5,86,4
2015-12-23,03-Wed,South Washington High,332,328,33,54,186,55
2015-12-24,04-Thu,North Roosevelt M.S.,485,418,149,152,89,28
2015-12-24,04-Thu,West Lincoln High,213,210,6,116,29,59
2015-12-24,04-Thu,Outer Jefferson H.S.,482,474,184,159,35,96
2015-12-24,04-Thu,Central Washington H.S.,238,221,62,1,113,45
2015-12-24,04-Thu,West Truman H.S.,299,253,127,8,112,6
2015-12-24,04-Thu,Central Jefferson M.S.,413,352,18,108,19,207
2015-12-24,04-Thu,Central Roosevelt M.S.,332,290,49,48,120,73
2015-12-24,04-Thu,West Washington M.S.,148,118,41,43,21,13
2015-12-24,04-Thu,North King High,367,324,4,107,89,124
2015-12-24,04-Thu,South Jefferson H.S.,385,342,120,95,116,11
2015-12-24,04-Thu,North York H.S.,280,279,138,56,9,76
2015-12-24,04-Thu,East Roosevelt H.S.,195,177,1,14,51,111
2015-12-24,04-Thu,South Arthur High,414,389,53,3,158,175
2015-12-24,04-Thu,South Truman H.S.,319,309,4,55,226,24
2015-12-24,04-Thu,East Washington H.S.,212,208,77,41,71,19
2015-12-24,04-Thu,East York High,126,115,1,31,52,31
2015-12-24,04-Thu,South Washington High,332,263,39,27,189,8
2015-12-25,05-Fri,North Roosevelt M.S.,485,402,148,194,48,12
2015-12-25,05-Fri,West Lincoln High,213,206,32,18,51,105
2015-12-25,05-Fri,Outer Jefferson H.S.,482,442,10,200,135,97
2015-12-25,05-Fri,Central Washington H.S.,238,230,94,10,28,98
2015-12-25,05-Fri,West Truman H.S.,299,292,3,31,24,234
2015-12-25,05-Fri,Central Jefferson M.S.,413,392,62,37,131,162
2015-12-25,05-Fri,Central Roosevelt M.S.,332,280,132,121,13,14
2015-12-25,05-Fri,West Washington M.S.,148,109,2,10,22,75
2015-12-25,05-Fri,North King High,367,337,76,32,30,199
2015-12-25,05-Fri,South Jefferson H.S.,385,344,85,12,8,239
2015-12-25,05-Fri,North York H.S.,280,267,59,108,40,60
2015-12-25,05-Fri,East Roosevelt H.S.,195,167,15,70,80,2
2015-12-25,05-Fri,South Arthur High,414,365,90,45,204,26
2015-12-25,05-Fri,South Truman H.S.,319,289,9,47,17,216
2015-12-25,05-Fri,East Washington H.S.,212,188,46,81,23,38
2015-12-25,05-Fri,East York High,126,124,26,20,42,36
2015-12-25,05-Fri,South Washington High,332,274,3,108,22,141
2015-12-28,01-Mon,North Roosevelt M.S.,485,399,146,104,115,34
2015-12-28,01-Mon,West Lincoln High,213,211,99,85,17,10
2015-12-28,01-Mon,Outer Jefferson H.S.,482,468,96,46,76,250
2015-12-28,01-Mon,Central Washington H.S.,238,193,1,59,52,81
2015-12-28,01-Mon,West Truman H.S.,299,249,69,5,135,40
2015-12-28,01-Mon,Central Jefferson M.S.,413,389,219,63,8,99
2015-12-28,01-Mon,Central Roosevelt M.S.,332,330,81,134,19,96
2015-12-28,01-Mon,West Washington M.S.,148,144,67,9,49,19
2015-12-28,01-Mon,North King High,367,322,92,122,70,38
2015-12-28,01-Mon,South Jefferson H.S.,385,351,39,2,128,182
2015-12-28,01-Mon,North York H.S.,280,271,145,42,63,21
2015-12-28,01-Mon,East Roosevelt H.S.,195,182,8,68,34,72
2015-12-28,01-Mon,South Arthur High,414,363,95,174,35,59
2015-12-28,01-Mon,South Truman H.S.,319,308,3,64,107,134
2015-12-28,01-Mon,East Washington H.S.,212,200,104,93,2,1
2015-12-28,01-Mon,East York High,126,105,19,41,27,18
2015-12-28,01-Mon,South Washington High,332,284,71,47,93,73
2015-12-29,02-Tue,North Roosevelt M.S.,485,422,145,42,129,106
2015-12-29,02-Tue,West Lincoln High,213,205,89,82,30,4
2015-12-29,02-Tue,Outer Jefferson H.S.,482,442,262,53,56,71
2015-12-29,02-Tue,Central Washington H.S.,238,182,90,71,17,4
2015-12-29,02-Tue,West Truman H.S.,299,246,30,90,63,63
2015-12-29,02-Tue,Central Jefferson M.S.,413,350,144,174,27,5
2015-12-29,02-Tue,Central Roosevelt M.S.,332,279,165,61,26,27
2015-12-29,02-Tue,West Washington M.S.,148,107,44,18,31,14
2015-12-29,02-Tue,North King High,367,346,204,30,89,23
2015-12-29,02-Tue,South Jefferson H.S.,385,364,26,62,208,68
2015-12-29,02-Tue,North York H.S.,280,257,32,45,14,166
2015-12-29,02-Tue,East Roosevelt H.S.,195,183,12,75,38,58
2015-12-29,02-Tue,South Arthur High,414,338,166,41,56,75
2015-12-29,02-Tue,South Truman H.S.,319,309,158,35,21,95
2015-12-29,02-Tue,East Washington H.S.,212,206,78,29,62,37
2015-12-29,02-Tue,East York High,126,122,59,36,4,23
2015-12-29,02-Tue,South Washington High,332,250,101,110,9,30
2015-12-30,03-Wed,North Roosevelt M.S.,485,389,194,151,2,42
2015-12-30,03-Wed,West Lincoln High,213,209,54,82,24,49
2015-12-30,03-Wed,Outer Jefferson H.S.,482,459,29,49,240,141
2015-12-30,03-Wed,Central Washington H.S.,238,228,71,94,11,52
2015-12-30,03-Wed,West Truman H.S.,299,238,59,88,61,30
2015-12-30,03-Wed,Central Jefferson M.S.,413,354,134,89,58,73
2015-12-30,03-Wed,Central Roosevelt M.S.,332,279,28,114,17,120
2015-12-30,03-Wed,West Washington M.S.,148,139,68,3,21,47
2015-12-30,03-Wed,North King High,367,324,14,52,164,94
2015-12-30,03-Wed,South Jefferson H.S.,385,374,37,159,60,118
2015-12-30,03-Wed,North York H.S.,280,274,0,18,82,174
2015-12-30,03-Wed,East Roosevelt H.S.,195,186,28,19,24,115
2015-12-30,03-Wed,South Arthur High,414,400,96,109,179,16
2015-12-30,03-Wed,South Truman H.S.,319,316,62,48,85,121
2015-12-30,03-Wed,East Washington H.S.,212,203,25,79,8,91
2015-12-30,03-Wed,East York High,126,105,13,9,7,76
2015-12-30,03-Wed,South Washington High,332,309,60,66,51,132
2015-12-31,04-Thu,North Roosevelt M.S.,485,394,92,145,101,56
2015-12-31,04-Thu,West Lincoln High,213,205,10,133,33,29
2015-12-31,04-Thu,Outer Jefferson H.S.,482,463,148,14,121,180
2015-12-31,04-Thu,Central Washington H.S.,238,208,48,62,24,74
2015-12-31,04-Thu,West Truman H.S.,299,271,32,4,82,153
2015-12-31,04-Thu,Central Jefferson M.S.,413,331,118,70,2,141
2015-12-31,04-Thu,Central Roosevelt M.S.,332,298,94,58,50,96
2015-12-31,04-Thu,West Washington M.S.,148,111,12,42,11,46
2015-12-31,04-Thu,North King High,367,323,132,48,5,138
2015-12-31,04-Thu,South Jefferson H.S.,385,383,36,143,198,6
2015-12-31,04-Thu,North York H.S.,280,263,99,82,15,67
2015-12-31,04-Thu,East Roosevelt H.S.,195,194,5,31,107,51
2015-12-31,04-Thu,South Arthur High,414,374,54,45,104,171
2015-12-31,04-Thu,South Truman H.S.,319,289,60,129,30,70
2015-12-31,04-Thu,East Washington H.S.,212,181,78,16,46,41
2015-12-31,04-Thu,East York High,126,119,7,18,62,32
2015-12-31,04-Thu,South Washington High,332,309,142,103,18,46
2016-01-01,05-Fri,North Roosevelt M.S.,485,431,94,39,99,199
2016-01-01,05-Fri,West Lincoln High,213,211,91,91,7,22
2016-01-01,05-Fri,Outer Jefferson H.S.,482,439,2,93,53,291
2016-01-01,05-Fri,Central Washington H.S.,238,228,79,94,0,55
2016-01-01,05-Fri,West Truman H.S.,299,275,163,21,40,51
2016-01-01,05-Fri,Central Jefferson M.S.,413,341,178,108,25,30
2016-01-01,05-Fri,Central Roosevelt M.S.,332,305,92,56,79,78
2016-01-01,05-Fri,West Washington M.S.,148,140,62,27,0,51
2016-01-01,05-Fri,North King High,367,358,33,23,76,226
2016-01-01,05-Fri,South Jefferson H.S.,385,307,138,22,72,75
2016-01-01,05-Fri,North York H.S.,280,265,17,89,8,151
2016-01-01,05-Fri,East Roosevelt H.S.,195,185,69,68,4,44
2016-01-01,05-Fri,South Arthur High,414,368,135,181,3,49
2016-01-01,05-Fri,South Truman H.S.,319,300,17,15,60,208
2016-01-01,05-Fri,East Washington H.S.,212,191,49,20,92,30
2016-01-01,05-Fri,East York High,126,113,19,49,14,31
2016-01-01,05-Fri,South Washington High,332,260,16,6,213,25
2016-01-04,01-Mon,North Roosevelt M.S.,485,442,145,127,134,36
2016-01-04,01-Mon,West Lincoln High,213,208,105,94,2,7
2016-01-04,01-Mon,Outer Jefferson H.S.,482,465,253,68,26,118
2016-01-04,01-Mon,Central Washington H.S.,238,194,10,79,78,27
2016-01-04,01-Mon,West Truman H.S.,299,268,74,83,77,34
2016-01-04,01-Mon,Central Jefferson M.S.,413,348,2,130,157,59
2016-01-04,01-Mon,Central Roosevelt M.S.,332,321,56,78,34,153
2016-01-04,01-Mon,West Washington M.S.,148,118,53,25,20,20
2016-01-04,01-Mon,North King High,367,355,94,64,166,31
2016-01-04,01-Mon,South Jefferson H.S.,385,330,174,145,0,11
2016-01-04,01-Mon,North York H.S.,280,279,27,26,192,34
2016-01-04,01-Mon,East Roosevelt H.S.,195,165,65,60,1,39
2016-01-04,01-Mon,South Arthur High,414,343,135,149,11,48
2016-01-04,01-Mon,South Truman H.S.,319,285,23,39,169,54
2016-01-04,01-Mon,East Washington H.S.,212,180,103,2,15,60
2016-01-04,01-Mon,East York High,126,116,57,14,2,43
2016-01-04,01-Mon,South Washington High,332,306,131,3,61,111
2016-01-05,02-Tue,North Roosevelt M.S.,485,401,60,13,35,293
2016-01-05,02-Tue,West Lincoln High,213,211,107,49,40,15
2016-01-05,02-Tue,Outer Jefferson H.S.,482,452,223,1,120,108
2016-01-05,02-Tue,Central Washington H.S.,238,233,55,53,71,54
2016-01-05,02-Tue,West Truman H.S.,299,244,118,26,29,71
2016-01-05,02-Tue,Central Jefferson M.S.,413,336,44,122,16,154
